movieid,title,genres,string_agg,feature
408537,超榮譽市民,"['喜劇,劇情']",['Dady Brieva'],"超榮譽市民 喜劇,劇情 諾貝爾 榮獲 文學獎 丹尼爾 曼多 得獎 "
408539,尋找天堂的3個人,"['劇情,戰爭']",['Peter Kurth'],"尋找天堂的個人 劇情,戰爭 歐嘉 納粹 海默 朱爾 遇見 關係 "
408574,花牌情缘 ：下之句,"['喜劇,愛情,劇情']",['Suzu Hirose'],"花牌情缘下之句 喜劇,愛情,劇情 綿谷 花牌 大賽 千早 女王 夥伴 "
408620,阿修羅：正邪頑殺,"['動作,犯罪']",['Kim Jong-soo'],"阿修羅正邪頑殺 動作,犯罪 市長 警探 進行 貪污 安岩 控方 "
408648,蝙蝠俠與小丑女,"['動畫,冒險,動作,科幻']",['Paget Brewster'],"蝙蝠俠與小丑女 動畫,冒險,動作,科幻 蝙蝠俠 夜翼 所謂 奎茵 毒藤女 傑森 "
408842,64：史上最凶惡綁架撕票事件前篇,['懸疑'],['Masatoshi Nagase'],史上最凶惡綁架撕票事件前篇 懸疑 64 綁架 藉由 名導 瀨瀨敬久 集結 
408859,謊言西西里,['愛情'],['Zhou Dongyu'],謊言西西里 愛情 小悠 為了 這一 愛情 俊浩 阿信 
408866,重生之鬼,"['動作,犯罪']",['Akio Otsuka'],"重生之鬼 動作,犯罪 敏郎 幽靈 部隊 發生 神祕 對敏郎 "
408873,暴動之城,"['劇情,愛情,犯罪']",['Quartay Denaya'],"暴動之城 劇情,愛情,犯罪 社區 蜜莉 飾演 歐比 孩子 收留 "
409160,iGirl夢情人,"['愛情,喜劇']",['Chrissie Chau'],"夢情人 愛情,喜劇 情人 為了 尋找 機器人 位多年 同時 "
409202,危險刑警：告別,"['動作,喜劇']",['Jingi Irie'],"危險刑警告別 動作,喜劇 阿鷹 勇次 作為 銀星會 伊能 鬥龍會 "
409289,我最好朋友的婚禮,"['愛情,喜劇']",['Victoria Song'],"我最好朋友的婚禮 愛情,喜劇 顧佳 林然 婚禮 米蘭 飛往 倫敦 "
409421,BLAME! 探索者,"['科幻,動畫,劇情,動作']",['Takahiro Sakurai'],"探索者 科幻,動畫,劇情,動作 廣大 不斷 複製 持續 殲滅 獨來獨往 "
409547,何者,['劇情'],['Sho Yakumaru'],何者 劇情 拓人 飾演 求職 他們 即將 邁入 
409550,型人狗仔隊,['懸疑'],['Ren Ishikawa'],型人狗仔隊 懸疑 擔當 記者 原田 根據 導演 編劇 
409582,謎巢,"['動作,恐怖,冒險']",['Kelsey Grammer'],"謎巢 動作,恐怖,冒險 盧克 隨即 失蹤 梅森 研究員 吳尊 "
409617,殺戮場,['恐怖'],['Aaron Pedersen'],殺戮場 恐怖 一對 夫婦 野營 碰見 並在 准備 
410113,勞德之家：電影版,"['家庭,動畫,奇幻,喜劇,音樂']",['Lara Jill Miller'],"勞德之家電影版 家庭,動畫,奇幻,喜劇,音樂 這場 橫跨 音樂 冒險 德和 爸媽 "
410114,安曇春子下落不明,['劇情'],['Maho Yamada'],安曇春子下落不明 劇情 春子 失蹤 哪裡 整個 改編 自山內 
410117,惡女馬克白,['劇情'],['Florence Pugh'],惡女馬克白 劇情 俄國 小說 改編 列斯 科夫 作家 
410119,足本玉蒲團,"['劇情,愛情,奇幻']",['Cheng Yuen-Man'],"足本玉蒲團 劇情,愛情,奇幻 才子 後來 重映 淫辱 浮世 風情 "
410199,ARQ 危機,"['科幻,驚悚']",['Rachael Taylor'],"危機 科幻,驚悚 機器 主角 動機 這台 前來 人馬 "
410220,溺水小刀,"['劇情,愛情']",['Ryohei Shima'],"溺水小刀 劇情,愛情 少女 松菜奈 菅田 將暉 夢幻 卡司 "
410223,帝一之國,"['喜劇,劇情']",['Yudai Chiba'],"帝一之國 喜劇,劇情 帝一 學生 會長 總理 必須 學校 "
410225,唱吧！奇蹟！,['劇情'],['Yosuke Sugino'],唱吧奇蹟 劇情 音樂 JIN 父親 Hide 為了 夢想 
410227,啊，荒野-前篇,['劇情'],['Kazuya Takahashi'],啊荒野前篇 劇情 改編 自寺山 修司 時間 改為 未來 
410554,第一槍,"['動作,犯罪,驚悚']",['Ming Wang'],"第一槍 動作,犯罪,驚悚 威爾 兒子 他們 男子 華爾街 交易員 "
410678,戀妳非妳,"['喜劇,劇情']",['Kim Eui-sung'],"戀妳非妳 喜劇,劇情 女友 畫家 傳聞 講述 聽聞 背著 "
410876,藥命實驗,"['驚悚,恐怖']",['Nathan Kress'],"藥命實驗 驚悚,恐怖 他們 藥物 實驗 產生 預見 幻覺 "
410989,號角響起,"['喜劇,戰爭']",['Takeshi Kaneshiro'],"號角響起 喜劇,戰爭 歡樂 林志穎 金城武 本片 故事 顛覆 "
411003,盧米埃：光與影的故事,"['歷史,紀錄']",['Louis Lumière'],"盧米埃光與影的故事 歷史,紀錄 電影 盧米 本片 影展 旁白 國際 "
411005,一路順風,"['喜劇,驚悚,犯罪,劇情']",['Vithaya Pansringarm'],"一路順風 喜劇,驚悚,犯罪,劇情 納豆 一個 運毒 計程車 專門 偷拐搶騙 "
411009,阿曼達·諾克斯,"['犯罪,紀錄']",['Anderson Cooper'],"阿曼達諾克斯 犯罪,紀錄 兩度 獲判 謀殺罪 無罪開釋 聽聽 這起 "
411012,尋找約翰柯川,"['紀錄,音樂']",['Martin Luther King'],"尋找約翰柯川 紀錄,音樂 爵士 本片 約翰 柯川 美國 爵士樂 "
411013,紐約大國民：珍雅各,['紀錄'],"['Marisa Tomei', ""Vincent D'Onofrio""]",紐約大國民珍雅各 紀錄 都市 雅各 本片 1960 紐約 城區 
411019,我不是你的黑鬼,['紀錄'],['Malcolm X'],我不是你的黑鬼 紀錄 美國 鮑德溫 民權 運動 面對 改變 
411030,大師之眼—從安東尼奧尼到伍迪艾倫,['紀錄'],['Francesco Rosi'],大師之眼從安東尼奧尼到伍迪艾倫 紀錄 卡羅 大師 影史 攝影 熱愛 狄帕瑪 
411052,暗色天堂,['劇情'],['Karena Lam'],暗色天堂 劇情 秘書 兩人 業餘 牧師 張學友 同時 
411088,佈局,"['懸疑,驚悚,劇情']",['Pere Brasó'],"佈局 懸疑,驚悚,劇情 多力亞 產業 事業 擊昏 丟棄 一個 "
411135,未来世界,['科幻'],['Milla Jovovich'],未来世界 科幻 冒險 機器人 旅程 踏上 這部 James 
411139,我不在這兒,['劇情'],['Jeremy Maguire'],我不在這兒 劇情 過去 或許 史蒂夫 一個 記憶 逐漸 
411141,細雨與閃電之味,"['西部,懸疑,劇情']",['Maika Monroe'],"細雨與閃電之味 西部,懸疑,劇情 南希 改編 皮卡德 紐約時報 暢銷 小說 "
411143,智慧囚屋,"['科幻,驚悚']",['Gary Oldman'],"智慧囚屋 科幻,驚悚 Julia 用於 實驗 Alex TAU 智能 "
411144,從此，我們過著幸福快樂的日子,"['劇情,懸疑,驚悚']",['Taissa Farmiga'],"從此我們過著幸福快樂的日子 劇情,懸疑,驚悚 從此 我們 過著 快樂 小說 改編 "
411201,刺青舞者,['紀錄'],['David LaChapelle'],刺青舞者 紀錄 悲傷 舞者 本片 心路 擁有 絕佳 
411221,毛孩總動員,"['家庭,動畫']",['Fernando Tejero'],"毛孩總動員 家庭,動畫 現今 社會 毛小孩 尊寵 不輸 電影 "
411268,使徒行者,"['劇情,犯罪,動作']",['Hui Siu-Hung'],"使徒行者 劇情,犯罪,動作 臥底 Blackjack 集團 阿釘 一個 Sir "
411442,盜墓筆記,"['冒險,奇幻,動作']",['Peng Bo'],"盜墓筆記 冒險,奇幻,動作 吳邪 王母 離開 真相 家族 古董店 "
411606,早晨! 動新聞,['喜劇'],['Mai Kiryu'],早晨動新聞 喜劇 主持人 小川 澄田 威脅 將在 戀情 
411609,戀妻家宮本,['劇情'],['Kaoru Okunuki'],戀妻家宮本 劇情 陽平 美代 離婚 可恥 妻子 中學 
411614,櫻桃小丸子：來自義大利的少年,"['喜劇,動畫,家庭']",['Hitori Gekidan'],"櫻桃小丸子來自義大利的少年 喜劇,動畫,家庭 丸子 花輪 來自 寄宿 家來 六國 "
411632,終結武器,"['動作,驚悚,犯罪']",['Jonathan Rosenthal'],"終結武器 動作,驚悚,犯罪 法國 維克斯 執導 戰將 席格 劇情 "
411638,漫漫憤怒道,['驚悚'],['Font García'],漫漫憤怒道 驚悚 沼澤 拉烏 阿雷瓦洛演 優則導 憤怒 本該 
411728,牛津解密,"['驚悚,劇情,懸疑,歷史']",['Bryan Quinn'],"牛津解密 驚悚,劇情,懸疑,歷史 醫生 字典 編纂 一個 瘋子 教授 "
411741,網美嬉遊記,"['喜劇,劇情']",['Charlie Wright'],"網美嬉遊記 喜劇,劇情 網路 飾演 英格麗 泰勒 名人 布瑞 "
411840,衝浪季節2：波浪狂熱,"['喜劇,家庭,動畫']",['Jon Heder'],"衝浪季節波浪狂熱 喜劇,家庭,動畫 衝浪 夢幻隊 壯士 酷弟 面臨 考驗 "
411873,小小時光,['喜劇'],['Kate Micucci'],小小時光 喜劇 修女 教會 為了 神父 粗口 寧靜 
411999,虛擬實驚,"['犯罪,懸疑,科幻']",['Shalom Brune-Franklin'],"虛擬實驚 犯罪,懸疑,科幻 記憶 夥伴 阿瑪瑞 發明 藥品 軟體 "
412000,小城犯罪,"['犯罪,驚悚,懸疑']",['Stefanie Scott'],"小城犯罪 犯罪,驚悚,懸疑 電影 講述 浩克 發現 女屍 將他 "
412059,北國流浪之心,['劇情'],['Callum Turner'],北國流浪之心 劇情 影展 2017 坎城 導演 兩人 紐約 
412094,困獸之網,['劇情'],['Jeong Ha-dam'],困獸之網 劇情 朝鮮 韓國 情報 南北 基德 機構 
412117,寵物當家2,"['動畫,冒險,喜劇,家庭']",['Fred Tatasciore'],"寵物當家 動畫,冒險,喜劇,家庭 寵物 當家 續集 雷納德 繼續 執掌 "
412120,幸福湯屋,"['劇情,喜劇,家庭']",['Joe Odagiri'],"幸福湯屋 劇情,喜劇,家庭 雙葉 女兒 傳統 家出走 母親 堅強 "
412121,後妻業之女,['喜劇'],['Shinobu Otake'],後妻業之女 喜劇 欺騙 飾演 反映出 妻業 根據 黑川 
412188,93天,['劇情'],"['Danny Glover', 'Alastair Mackenzie']",天 劇情 賓波 葛洛佛 多倫多 國際 電影節 索姆 
412206,再見瓦城,['劇情'],"['Wu Ke-Xi', 'Kai Ko']",再見瓦城 劇情 蓮青 阿國 兩人 日久生情 泰緬 兩國 
412302,雙子謎情,"['劇情,懸疑,犯罪,驚悚']",['Michelle Forbes'],"雙子謎情 劇情,懸疑,犯罪,驚悚 希瑟 吉爾 好萊塢 電影 發現 證據 "
412383,艦隊Collection 劇場版,"['戰爭,科幻,動畫,動作,電視電影']",['Ayane Sakura'],"艦隊劇場版 戰爭,科幻,動畫,動作,電視電影 作戰 艦娘 艦娘們 鎮守 激戰 MI "
412467,第四帝國：拂曉,"['戰爭,動作,歷史']",['Stephen Lang'],"第四帝國拂曉 戰爭,動作,歷史 瓦爾 基裡 行動 策劃 盟軍 西恩 "
412520,玩物戀人,"['驚悚,劇情,懸疑']",['Ash Stymest'],"玩物戀人 驚悚,劇情,懸疑 那種 吉妮 年輕 獨立 高檔 立場 "
412547,這個殺手必須死,"['喜劇,動作']",['Joel Cottingham'],"這個殺手必須死 喜劇,動作 甘瑟 厭倦 殺手 史瓦辛格 飾演 決定 "
412656,噪反,['科幻'],['Nick Jonas'],噪反 科幻 人類 薇拉 安危 不遠 未來 時空 
412692,愚行錄,"['驚悚,劇情']",['Hikari Mitsushima'],"愚行錄 驚悚,劇情 妻夫木聰 滿島光 黑暗面 石川 沒有 電影 "
412758,地頭蛇,"['喜劇,動作,恐怖']",['Robert Portal'],"地頭蛇 喜劇,動作,恐怖 一處 村莊 歷經 50 艱苦 團聚 "
412761,異邦警察,"['驚悚,犯罪']",['Kenta Suga'],"異邦警察 驚悚,犯罪 東京 難以 無法 保護 機關 警察 "
412841,天上的駱駝,['冒險'],['Viktor Sukhorukov'],天上的駱駝 冒險 駱駝 媽媽 瑪拉 不論 旅程 父親 
412865,愛妳無邊際,"['劇情,動作,家庭']",['Anjali Ameer'],"愛妳無邊際 劇情,動作,家庭 帕帕 穆哈 單親 凡多年 腦麻 女兒 "
412924,綠洲超音速,"['音樂,紀錄']",['Tony McCarroll'],"綠洲超音速 音樂,紀錄 綠洲 合唱團 公開 解散 勒格 艾美懷絲 "
412941,家庭教師,"['劇情,懸疑,奇幻']",['Romina Pinto'],"家庭教師 劇情,懸疑,奇幻 莊園 莫娜 兄妹 應徵 來到 荒廢 "
412988,歡樂時光謀殺案,"['動作,喜劇,犯罪']",['Hemky Madera'],"歡樂時光謀殺案 動作,喜劇,犯罪 菲爾 警局 康妮 布偶 一樁 警探 "
413198,危城,"['動作,冒險']",['Eddie Peng'],"危城 動作,冒險 普城 克難 曹少 軍閥 孤兒 保衛 "
413221,萌犬好聲音,"['家庭,喜劇,音樂']",['George Newbern'],"萌犬好聲音 家庭,喜劇,音樂 泰妮 為了 實現 音樂 夢想 眾多 "
413362,羅曼律師,"['犯罪,劇情,驚悚']",['Amanda Warren'],"羅曼律師 犯罪,劇情,驚悚 律師 羅曼 飾演 長期 夥伴 講述 "
413416,嚇女的誘惑,"['愛情,恐怖']",['Kate Nhung'],"嚇女的誘惑 愛情,恐怖 莊園 終究 亡妻 女孩 地主 日久生情 "
413518,皮諾丘的奇幻旅程,"['冒險,奇幻,劇情']",['Federico Ielapi'],"皮諾丘的奇幻旅程 冒險,奇幻,劇情 皮諾丘 木偶 馬提歐 賈洛 奇幻 人生 "
413543,沙魯克罕之愛情診療室,"['劇情,愛情']",['Aditya Roy Kapur'],"沙魯克罕之愛情診療室 劇情,愛情 凱娜 美麗 極具 天賦 電影 攝影師 "
413594,刀劍神域劇場版 -序列爭戰,"['科幻,動畫,動作,冒險,奇幻,愛情']",['Ayana Taketatsu'],"刀劍神域劇場版序列爭戰 科幻,動畫,動作,冒險,奇幻,愛情 Augma 玩家 機能 狀態 數值 排名 "
413595,我被爸爸綁架了,['劇情'],"['Kaho', 'Haruka Kinami', 'Satoshi Tsumabuki']",我被爸爸綁架了 劇情 小春 不過 媽媽 還是 女兒 綁架 
413644,大腳冒險王,"['喜劇,家庭,動畫']",['Grant George'],"大腳冒險王 喜劇,家庭,動畫 超能力 父親 亞當 母親 發現 闖入 "
413658,勇士之門,"['動作,冒險']",['Sienna Guillory'],"勇士之門 動作,冒險 種族 廢柴 尤賴亞 謝爾 Uriah Shelton "
413664,鬼才要畢業！,"['恐怖,喜劇']","['Boriboon Junreurng', 'Toni Rakkaen']","鬼才要畢業 恐怖,喜劇 快樂 爆笑 泰國 喜劇 這個 沒有 "
413727,巴哈旺大飯店,"['喜劇,劇情']","['Palomi Ghosh', 'Geetanjali Kulkarni', 'Adil Hussain']","巴哈旺大飯店 喜劇,劇情 兒子 父親 瓦拉納西 聖城 獲得 救贖 "
413745,天亮之前,"['動作,劇情,犯罪']",['Aaron Kwok'],"天亮之前 動作,劇情,犯罪 賭徒 他們 高野 蒙眼 繼承 千萬 "
413765,大衛林區：獨白囈語,['紀錄'],['David Lynch'],大衛林區獨白囈語 紀錄 創作 大衛林區 觀眾 過程 影片 2012 
413778,巴黎意亂情迷,['喜劇'],['Frédéric Meert'],巴黎意亂情迷 喜劇 費歐娜 阿姨 年事 為了 已高 告別 
413838,一念無明,"['劇情,家庭']",['Shawn Yue'],"一念無明 劇情,家庭 阿東 母親 父親 53 金馬獎 23 "
413857,姐姐妹妹殺起來,"['恐怖,喜劇']",['Kerry Rhodes'],"姐姐妹妹殺起來 恐怖,喜劇 她們 閨蜜 連續 起來 姐妹 一對 "
413971,剩女大作戰,"['喜劇,愛情']",['Việt Hương'],"剩女大作戰 喜劇,愛情 已經 年過 30 事業 美麗 女強人 "
413992,親切的弗吉尼亞,"['劇情,驚悚']",['Therés Amee'],"親切的弗吉尼亞 劇情,驚悚 一名 克里斯托福 強柏恩瑟 擁有 傾向 有著 "
413998,遺孀美人心,"['劇情,愛情']",['Alexander Arnold'],"遺孀美人心 劇情,愛情 表兄弟 瑞秋 改編 英國 小說家 達夫妮 "
414001,獨帆之聲,"['劇情,冒險']",['Dorothy Atkinson'],"獨帆之聲 劇情,冒險 唐諾 這場 英國 航行 本片 改編 "
414018,落難女子,"['喜劇,西部']",['Robert Forster'],"落難女子 喜劇,西部 探險家 帶著 醉漢 展開 危險 為了 "
414027,賈斯珀·瓊斯,"['懸疑,劇情,驚悚']",['Wilson Moore'],"賈斯珀瓊斯 懸疑,劇情,驚悚 查理 鎮上 賈斯 克雷格 本片 改編 "
414064,特別節目 THE DAY BREAKERS,"['動畫,動作,冒險,奇幻']",['Aoi Yuki'],"特別節目 動畫,動作,冒險,奇幻 描寫 盜團 活躍 經歷 青年 故事 "
414190,奇機少年,"['動作,科幻']",['Oliver Coopersmith'],"奇機少年 動作,科幻 已經 超能力 過後 湯姆 醒來 發現 "
414419,追殺比爾：整個血腥事件,"['劇情,動作,犯罪,驚悚']",['Daryl Hannah'],"追殺比爾整個血腥事件 劇情,動作,犯罪,驚悚 比爾 新娘 組織 昏迷 本片將 追殺 "
414425,泥沼,['劇情'],['Mary J. Blige'],泥沼 劇情 種族 隔離 二戰 時期 一黑 一白 
414453,構築心方向,['劇情'],['Jem Cohen'],構築心方向 劇情 父親 異鄉 客金 約翰 當地 之邀 
414454,歸順,['劇情'],['Nicole Orth-Pallavicini'],歸順 劇情 飾演 寫作 科斯特 圖齊 大學 愛迪生 
414770,這不是色情電影,['劇情'],['Fujiko'],這不是色情電影 劇情 電影 小說家 色情 情色 本片 影展 
415010,食人之饑,"['科幻,恐怖,劇情']",['Micheline Lanctôt'],"食人之饑 科幻,恐怖,劇情 他們 一個 偏遠 村莊 情況 發生 "
415086,健康不可告人的秘密,['紀錄'],['Steve-O'],健康不可告人的秘密 紀錄 本片 檢視 飲食 關聯 攸關 醫療 
415132,戰神阿瑞斯,"['劇情,科幻,驚悚']",['Éva Lallier'],"戰神阿瑞斯 劇情,科幻,驚悚 人們 不遠 將來 發生 改變 數百 "
415137,觸不到的愛戀,"['喜劇,愛情,劇情']",['Fleur Geffrier'],"觸不到的愛戀 喜劇,愛情,劇情 天使 瑪德琳 露意絲 擔心 愛情 繼續 "
415214,湄公河行動,"['犯罪,動作,冒險,戰爭']",['Chen Baoguo'],"湄公河行動 犯罪,動作,冒險,戰爭 悲劇 改編 2011 轟動 國際 新聞 "
415312,這個男人來自地球: 全新紀,"['劇情,科幻']",['Carlos Knight'],"這個男人來自地球全新紀 劇情,科幻 這個 來自 續集 14 000 約翰 "
415358,紅粉驚魂,"['劇情,驚悚']",['Vijay Varma'],"紅粉驚魂 劇情,驚悚 女生 男生 三個 而後 於是 一個 "
415391,學友光年世界巡迴演唱會07,['音樂'],['Jacky Cheung'],學友光年世界巡迴演唱會 音樂 學友 演唱會 音樂 光年 巡迴 金曲 
415634,追凶者也,"['驚悚,犯罪,懸疑']",['Duan Bowen'],"追凶者也 驚悚,犯罪,懸疑 憨包 工宋 汽修 老二 古惑仔 一樁 "
415636,從你的全世界路過,['愛情'],['Bai Baihe'],從你的全世界路過 愛情 豬頭 全城 小容 DJ 針鋒相對 兩個 
415749,芭比之星光奇遇記,"['科幻,動畫,家庭']",['Erica Lindbeck'],"芭比之星光奇遇記 科幻,動畫,家庭 芭比 一個 宇宙 拯救 夥伴 忠誠 "
415766,毛小孩選邊站,"['愛情,喜劇']",['Alicia Silverstone'],"毛小孩選邊站 愛情,喜劇 克雷 兩人 毛小孩 監護權 麗芙 他們 "
415776,失業生,['劇情'],['Angie Chiu'],失業生 劇情 阿榮 夢想 家輝 畢業 道路 講述 
415781,聖母峰：眾神的山嶺,"['劇情,冒險,懸疑']",['Hiroshi Abe'],"聖母峰眾神的山嶺 劇情,冒險,懸疑 首周 日片 冠軍 改編 暢銷 自稱 "
415842,美國刺客,"['動作,驚悚']","[""Dylan O'Brien""]","美國刺客 動作,驚悚 米基 CIA 探員 美國 拉普 恐怖 "
416051,真實遊戲,"['懸疑,驚悚,劇情']",['Brigitte Roüan'],"真實遊戲 懸疑,驚悚,劇情 艾拉 岱芬 生活 新書 此時 來信 "
416144,失控危城,"['劇情,驚悚,歷史,動作']",['Tilda Cobham-Hervey'],"失控危城 劇情,驚悚,歷史,動作 飯店 泰姬 員工 保護 孟買 發生 "
416146,高中女生,['劇情'],['Park Zia'],高中女生 劇情 Jinsuk Eunyeong 转学到 当母 母亲 一起 
416153,北極正義盟 Arctic Justice,"['冒險,動畫,喜劇']",['Michael Madsen'],"北極正義盟 冒險,動畫,喜劇 北極 擔任 擁有 遠景 成為 送貨員 "
416160,惡靈金庫,"['驚悚,恐怖']",['Taryn Manning'],"惡靈金庫 驚悚,恐怖 恐怖 活屍 導演 鋼鐵 墳墓 製片 "
416186,情陷高達,"['喜劇,劇情,愛情']",['Michel Subor'],"情陷高達 喜劇,劇情,愛情 高達 電影 安娜 維亞珊 絲姬 法國 "
416194,芮氏9.6,"['動作,驚悚']",['Kathrine Thorborg Johansen'],"芮氏 動作,驚悚 發生 奧斯陸 地震 1904 芮氏 規模 "
416234,溫徹斯特鬼屋,"['驚悚,恐怖']",['Richard Anastasios'],"溫徹斯特鬼屋 驚悚,恐怖 溫徹 斯特 鬼屋 來福槍 莎拉 建築 "
416249,寒戰II,"['犯罪,動作,劇情']",['Tony Leung Ka-fai'],"寒戰 犯罪,動作,劇情 警隊 劉傑輝 妻兒 李文彬 梁家輝 退休 "
416477,愛情昏迷中,"['劇情,喜劇,愛情']",['Bo Burnham'],"愛情昏迷中 劇情,喜劇,愛情 梅爾 艾蜜莉 關係 巴基斯坦 來自 傳統 "
416574,席勒：死神與少女,"['劇情,歷史']",['Thomas Schubert'],"席勒死神與少女 劇情,歷史 席勒 表現 主義 畫作 絕世 爭議 "
416588,回來安平港,"['劇情,歷史,愛情']",['Yang Li-Hua'],"回來安平港 劇情,歷史,愛情 阿金 達利 秀琴 志強 安平港 因為 "
416724,血豬,['恐怖'],['Hugh Sheridan'],血豬 恐怖 廣闊 美麗 農地 一頭 野豬 無情 
416727,春夢,['劇情'],['Yang Ik-june'],春夢 劇情 相互 三人行 春梦 慰藉 奇妙 定名 
416856,彼得漢德克：我在森林，晚一點到,['紀錄'],['Peter Handke'],彼得漢德克我在森林晚一點到 紀錄 漢德 創作 作家 2014 克稱 諾貝爾 
417198,時間之旅,['紀錄'],['Brad Pitt'],時間之旅 紀錄 紀錄片 宇宙 誕生 力克 版本 歡慶 
417199,消失的女人,"['懸疑,劇情,驚悚']",['Kim Sun-young'],"消失的女人 懸疑,劇情,驚悚 智善 韓梅 女兒 保姆 本片 講述 "
417261,永遠是我的女孩,"['音樂,愛情,劇情']",['Terayle Hill'],"永遠是我的女孩 音樂,愛情,劇情 連恩 佩吉 追尋 婚禮 拋下 美妻 "
417320,星光繼承者 2,"['奇幻,家庭,電視電影,音樂,冒險,動作,愛情']",['Cameron Boyce'],"星光繼承者 奇幻,家庭,電視電影,音樂,冒險,動作,愛情 之島 小莫 失落 他們 繼承 傑和 "
417384,在黑暗中說的鬼故事,"['恐怖,驚悚']",['Will Carr'],"在黑暗中說的鬼故事 恐怖,驚悚 史黛拉 故事書 傳說 發現 湯米 恐怖 "
417406,驅魔失控,"['驚悚,恐怖']",['Mark Joy'],"驅魔失控 驚悚,恐怖 布蘭登 惡靈 驅魔 作為 進行 他們 "
417413,臥底型警之香港狂騷曲,"['喜劇,動作']",['Kenichi Endo'],"臥底型警之香港狂騷曲 喜劇,動作 臥底 型警 菊川玲 中國 黑手黨 組織 "
417419,七月與安生,"['愛情,劇情']",['Ma Sichun'],"七月與安生 愛情,劇情 她們 彼此 一個 成為 永遠 青春 "
417466,失控少年兵團,"['戰爭,劇情']",['Moisés Arias'],"失控少年兵團 戰爭,劇情 他們 教官 哥倫比亞 與世隔絕 團體 分崩離析 "
417479,禁止性愛：甜蜜的復仇,['愛情'],"['Song Eun-Chae', 'Jang Ha-ram']",禁止性愛甜蜜的復仇 愛情 金宇 米拉 男朋友 美拉 帳篷 旅行 
417489,交界驚爆點2,"['喜劇,犯罪,動作']",['Catherine St-Laurent'],"交界驚爆點 喜劇,犯罪,動作 美加 騎警 馬丁 大衛 布沙爾 距離 "
417643,黑暗之中,"['驚悚,懸疑']",['Matt Sapsford'],"黑暗之中 驚悚,懸疑 該片 索菲亞 拜恩 安東尼 執導 講述 "
417644,加州公路巡警,"['喜劇,動作,犯罪']",['Kelly Richardson'],"加州公路巡警 喜劇,動作,犯罪 脾氣 巡警 弗蘭 不僅 麻煩 兩人 "
417678,你是我一切的一切,"['劇情,愛情']",['Nick Robinson'],"你是我一切的一切 劇情,愛情 飾演 好奇心 男孩 不能 曼蒂 碰觸到 "
417758,戀愛談，談戀愛,"['劇情,愛情']",['Han Sa-myung'],"戀愛談談戀愛 劇情,愛情 允珠 智書 時而 愛情 總在 轉眼之間 "
417760,一週的朋友,"['劇情,愛情']",['Masahiro Komoto'],"一週的朋友 劇情,愛情 長谷 眼淚 導演 賢人 春奈 祐樹 "
417812,狂野生活,['劇情'],['Lexi Anastasia'],狂野生活 劇情 喬與 母親 繼父 搬遷 蒙大拿州 逐漸 
417830,遜咖冒險王4,"['喜劇,家庭']",['Lariah Alexandria'],"遜咖冒險王 喜劇,家庭 瑞海 夫里 本片 改編 美國 暢銷 "
417859,鞋貓劍客,"['西部,動作,冒險,動畫,家庭,奇幻,喜劇']",['Guillermo del Toro'],"鞋貓劍客 西部,動作,冒險,動畫,家庭,奇幻,喜劇 配音 鞋貓 他們 塞德 查克 述說 "
417870,閨蜜假期,['喜劇'],['Robert Miano'],閨蜜假期 喜劇 姐妹 四個 情同 閨蜜 相約 參與 
417877,曼哈頓賣大麻,"['劇情,喜劇,犯罪,愛情']",['Tovah Feldshuh'],"曼哈頓賣大麻 劇情,喜劇,犯罪,愛情 David 宅男 事業 面對 大麻 女友 "
418078,它在黑夜到訪,"['恐怖,劇情,懸疑']",['Christopher Abbott'],"它在黑夜到訪 恐怖,劇情,懸疑 保羅 男子 擴散 倖存 者們 爭相 "
418109,羊之木,"['劇情,犯罪']",['Tamae Andô'],"羊之木 劇情,犯罪 六位 錦戶亮 假釋犯 引發 一連串 犯下 "
418167,我的蛋男情人,['愛情'],['Wu Nien-Jen'],我的蛋男情人 愛情 愛情 冷凍 新鮮 時間 遇上 期限 
418235,我罩袍下的口紅,"['喜劇,劇情']",['Shashank Arora'],"我罩袍下的口紅 喜劇,劇情 一個 渴望 四位 女性 圍繞 展開 "
418272,一個叫Po的男孩,"['劇情,奇幻']",['Julian Feder'],"一個叫的男孩 劇情,奇幻 Po 欺凌 日益 本片 工程師 David "
418402,形影不離,"['喜劇,劇情']",['Rita Pauls'],"形影不離 喜劇,劇情 富翁 泉源 中二 家財萬貫 導致 終生 "
418437,妳給我記住,"['驚悚,劇情']",['Isabella Kai'],"妳給我記住 驚悚,劇情 一個 計畫 ... 前夫 妻子 不如 "
418472,野梨樹,['劇情'],['Kadir Çermik'],野梨樹 劇情 父親 錫南 梨樹 返鄉 籌錢 資金 
418680,再見克里斯多福羅賓,"['家庭,歷史,劇情']",['Margot Robbie'],"再見克里斯多福羅賓 家庭,歷史,劇情 艾倫 亞歷山大 維尼 克里斯多福 羅賓 小熊 "
418879,電流大戰,"['歷史,劇情']",['Craig Roberts'],"電流大戰 歷史,劇情 直流電 愛迪生 發明 供電 系統 交流電 "
419206,仁光受難記,['劇情'],"['Miho Wakabayashi', 'Masato Tsujioka']",仁光受難記 劇情 一個 電影 和尚 浮世 庭月 野議啟 
419242,幸運是我,"['劇情,家庭']",['Yan Ng'],"幸運是我 劇情,家庭 對方 溫暖 母親 親人 有親 相親 "
